lat,lon,use_type,use_code,year_built,gross_area,story_height,number_of_stories,address,Address,Type,fire_late,fire_early,Fire_final
38.0224208,-78.48209840000001,R,Multiple Commercial Use,2000.0,9784.0,10.0,1.0,"604 MONTROSE AVE Charlottesville, VA",604 MONTROSE AVE,Commercial,0,0.0,0.0
38.0221204,-78.47823580000002,R,Skating Rink,1995.0,20211.0,37.0,1.0,"811 BLENHEIM AVE Charlottesville, VA",811 BLENHEIM AVE,Commercial,0,0.0,0.0
38.019568799999995,-78.46815579999999,R,Mixed Retail w/Res Units,2000.0,64000.0,14.0,5.0,"1404 VINE ST Charlottesville, VA",1404 VINE ST,Commercial,0,0.0,0.0
0.0,0.0,R,Retail Store,1950.0,2698.0,10.0,2.0,"406 11TH ST Charlottesville, VA",406 11TH ST,Commercial,0,0.0,0.0
38.0310732,-78.471598,,Mixed Retail w/Res Units,1920.0,2261.0,10.0,1.0,"400 10TH ST Charlottesville, VA",400 10TH ST,Commercial,0,0.0,0.0
38.0306393,-78.46824559999997,R,Mixed Retail w/Res Units,1920.0,1654.0,10.0,2.0,"1140 MERIWETHER ST Charlottesville, VA",1140 MERIWETHER ST,Commercial,0,0.0,0.0
38.0620705,-78.4762822,R,"Theaters, Cinema",1920.0,6397.0,12.0,1.0,"1819 MEADOWBROOK HEIGHTS RD Charlottesville, VA",1819 MEADOWBROOK HEIGHTS RD,Commercial,0,0.0,0.0
38.0283585,-78.4909775,R,"Theaters, Cinema",1920.0,5948.0,12.0,2.0,"332 6 1/2 ST Charlottesville, VA",332 6 1/2 ST,Commercial,0,0.0,0.0
38.0283585,-78.49098719999998,R,Office Building,1920.0,3749.0,12.0,3.5,"330 6 1/2 ST Charlottesville, VA",330 6 1/2 ST,Commercial,0,0.0,0.0
38.031740299999996,-78.48190140000001,R,Office Building,1920.0,959.0,12.0,1.0,"1618 MARKET ST Charlottesville, VA",1618 MARKET ST,Commercial,0,0.0,0.0
38.06412479999999,-78.48014490000001,R,Multiple Commercial Use,1920.0,3336.0,12.0,3.0,"1655 BRANDYWINE DR Charlottesville, VA",1655 BRANDYWINE DR,Commercial,0,0.0,0.0
38.063675,-78.4805445,R,Multiple Commercial Use,1920.0,1826.0,12.0,1.0,"1651 BRANDYWINE DR Charlottesville, VA",1651 BRANDYWINE DR,Commercial,0,0.0,0.0
38.0621285,-78.49377489999998,R,Hotel,1967.0,2703.0,12.0,1.0,"1911 SWANSON DR Charlottesville, VA",1911 SWANSON DR,Commercial,0,0.0,0.0
38.0570624296701,-78.4873495284688,R,Hotel,1967.0,2703.0,12.0,1.0,"134 BRANDYWINE CT Charlottesville, VA",134 BRANDYWINE CT,Commercial,0,0.0,0.0
38.03808460000001,-78.475039,R,Retail Store,1920.0,6634.0,12.0,2.0,"721 PARK ST Charlottesville, VA",721 PARK ST,Commercial,0,0.0,0.0
38.0381847,-78.47425729999998,R,Retail Store,1920.0,369.0,12.0,1.0,"716 PARK ST Charlottesville, VA",716 PARK ST,Commercial,0,0.0,0.0
38.03776550290029,-78.47460634243859,R,Office,1983.0,1249.0,12.0,1.0,"710 PARK ST Charlottesville, VA",710 PARK ST,Commercial,0,1.0,1.0
38.0244375,-78.506647,R,Bank,1983.0,929.0,12.0,1.0,"256 SHAMROCK RD Charlottesville, VA",256 SHAMROCK RD,Commercial,0,0.0,0.0
38.02409315,-78.50754305,R,Office Building,1983.0,2240.0,12.0,1.0,"1605 MULBERRY AVE Charlottesville, VA",1605 MULBERRY AVE,Commercial,0,0.0,0.0
38.0243151,-78.5047096072502,R,Bank,1920.0,2267.0,12.0,1.0,"1500 BROAD AVE Charlottesville, VA",1500 BROAD AVE,Commercial,0,0.0,0.0
38.0239778,-78.50322919999998,R,Commercial,0.0,2669.0,12.0,1.0,"1504 CHERRY AVE Charlottesville, VA",1504 CHERRY AVE,Commercial,0,0.0,0.0
38.02073865,-78.4960226604809,R,Bank,1916.0,10422.0,12.0,2.0,"610 BAILEY RD Charlottesville, VA",610 BAILEY RD,Commercial,0,0.0,0.0
38.045269,-78.4647821,R,Bank,1957.0,22414.0,12.0,2.0,"1019 GLENDALE RD Charlottesville, VA",1019 GLENDALE RD,Commercial,0,0.0,0.0
38.0452281,-78.4693113,R,Office Building,1916.0,17895.0,12.0,3.0,"1208 CUTLER LN Charlottesville, VA",1208 CUTLER LN,Commercial,0,0.0,0.0
38.045256,-78.46861700000001,R,Office Building,1916.0,1563.0,12.0,1.0,"620 WILDER DR Charlottesville, VA",620 WILDER DR,Commercial,0,0.0,0.0
38.0448961,-78.4696665,R,Retail Store,1908.0,27040.0,12.0,4.0,"1204 CUTLER LN Charlottesville, VA",1204 CUTLER LN,Commercial,0,0.0,0.0
38.0447158,-78.467846,R,Office Building,1910.0,1380.0,12.0,3.0,"1002 FERN CT Charlottesville, VA",1002 FERN CT,Commercial,0,0.0,0.0
38.0208226,-78.4799673,R,Office Building,1910.0,14576.0,12.0,2.0,"717 ELLIOTT AVE Charlottesville, VA",717 ELLIOTT AVE,Commercial,0,0.0,0.0
38.020858399999995,-78.48325007184759,R,Retail Store,1910.0,2131.0,20.0,1.0,"606 ALTAVISTA AVE Charlottesville, VA",606 ALTAVISTA AVE,Commercial,0,0.0,0.0
38.022440100000004,-78.50885755,R,Retail Store,1910.0,660.0,12.0,2.0,"1631 CHERRY AVE Charlottesville, VA",1631 CHERRY AVE,Commercial,0,0.0,0.0
38.0222068,-78.5026522,R,Retail Store,1910.0,2116.0,12.0,1.0,"1523 TRAILRIDGE RD Charlottesville, VA",1523 TRAILRIDGE RD,Commercial,0,0.0,0.0
38.0135384,-78.5149026,R,Retail Store,1910.0,1000.0,12.0,1.0,"243 MONTE VISTA AVE Charlottesville, VA",243 MONTE VISTA AVE,Commercial,0,0.0,0.0
38.01412225,-78.5147875737349,R,Office Building,1954.0,8240.0,12.0,2.0,"235 MONTE VISTA AVE Charlottesville, VA",235 MONTE VISTA AVE,Commercial,0,1.0,1.0
38.01412225,-78.5147875737349,R,Office Building,1954.0,8240.0,12.0,2.0,"235 MONTE VISTA AVE Charlottesville, VA",235 MONTE VISTA AVE,Commercial,0,1.0,1.0
38.032051877551,-78.4695200204082,R,Retail Store,1915.0,4416.0,12.0,2.0,"506 GROVE AVE Charlottesville, VA",506 GROVE AVE,Commercial,0,0.0,0.0
0.0,0.0,C,Office Building,1920.0,3686.0,12.0,2.0,"230 MAIN ST Charlottesville, VA",230 MAIN ST,Commercial,0,0.0,0.0
0.0,0.0,R,Office Building,1920.0,6098.0,12.0,2.0,"485 14TH ST Charlottesville, VA",485 14TH ST,Commercial,0,0.0,0.0
38.0483107,-78.48644920000002,R,Retail Store,1920.0,1392.0,12.0,3.0,"1208 WELLFORD ST Charlottesville, VA",1208 WELLFORD ST,Commercial,0,0.0,0.0
38.0333674,-78.48014490000001,R,Retail Store,1920.0,2800.0,12.0,2.0,"408 1ST ST Charlottesville, VA",408 1ST ST,Commercial,0,0.0,0.0
38.021361,-78.48679200000001,R,Retail Store,1920.0,1189.0,12.0,1.0,"409 1ST ST Charlottesville, VA",409 1ST ST,Commercial,1,0.0,1.0
38.04745675,-78.4800472775742,R,Retail Store,1946.0,10920.0,10.0,3.0,"1218 SHERWOOD RD Charlottesville, VA",1218 SHERWOOD RD,Commercial,0,0.0,0.0
38.0211108,-78.47916819999998,R,Retail Store,1968.0,12240.0,12.0,3.0,"800 MONTROSE AVE Charlottesville, VA",800 MONTROSE AVE,Commercial,0,0.0,0.0
38.0209309,-78.4744618,R,Retail Store,0.0,5670.0,12.0,3.0,"1012 BOLLING AVE Charlottesville, VA",1012 BOLLING AVE,Commercial,0,0.0,0.0
38.02081389999999,-78.4777091519184,R,Retail Store,0.0,12772.0,12.0,2.0,"821 MONTROSE AVE Charlottesville, VA",821 MONTROSE AVE,Commercial,0,0.0,0.0
38.020736,-78.4785256985544,R,Restaurant,1920.0,2454.0,12.0,1.0,"812 MONTROSE AVE Charlottesville, VA",812 MONTROSE AVE,Commercial,0,0.0,0.0
38.0176395,-78.4741269,R,Restaurant,1920.0,2464.0,12.0,1.0,"1114 ELLIOTT AVE Charlottesville, VA",1114 ELLIOTT AVE,Commercial,0,0.0,0.0
38.0159396,-78.51213170570959,R,Office Building,1966.0,10552.0,12.0,2.0,"105 AZALEA DR Charlottesville, VA",105 AZALEA DR,Commercial,0,0.0,0.0
38.01514,-78.5099930054802,R,Office Building,1966.0,11649.0,12.0,3.0,"106 HARRIS RD Charlottesville, VA",106 HARRIS RD,Commercial,0,0.0,0.0
38.0276091,-78.51400113387629,R,Apartments over 20 units,1924.0,31944.0,12.0,4.0,"116 WASHINGTON AVE Charlottesville, VA",116 WASHINGTON AVE,Commercial,0,0.0,0.0
38.0276507,-78.5148138,R,Office,1904.0,2315.0,8.0,1.0,"125 OBSERVATORY AVE Charlottesville, VA",125 OBSERVATORY AVE,Commercial,0,0.0,0.0
38.0490714,-78.4949728,R,Office,1904.0,1467.0,8.0,1.0,"1101 HILLTOP RD Charlottesville, VA",1101 HILLTOP RD,Commercial,0,0.0,0.0
38.04885720000001,-78.48702639999998,R,Office,1904.0,1992.0,8.0,1.0,"1604 CAMBRIDGE CIR Charlottesville, VA",1604 CAMBRIDGE CIR,Commercial,0,0.0,0.0
38.0488954,-78.4878255,R,Office,1904.0,390.0,8.0,1.0,"1613 CAMBRIDGE CIR Charlottesville, VA",1613 CAMBRIDGE CIR,Commercial,0,0.0,0.0
38.0185209,-78.5037619,R,Office,1904.0,1677.0,8.0,1.0,"1613 DUBLIN RD Charlottesville, VA",1613 DUBLIN RD,Commercial,0,1.0,1.0
38.0185209,-78.5037619,R,Office,1904.0,1677.0,8.0,1.0,"1613 DUBLIN RD Charlottesville, VA",1613 DUBLIN RD,Commercial,0,1.0,1.0
38.0191269,-78.4785022,R,Office,1904.0,1763.0,8.0,1.0,"901 ALTAVISTA AVE Charlottesville, VA",901 ALTAVISTA AVE,Commercial,0,0.0,0.0
38.01908299999999,-78.473754,R,Office,1904.0,1629.0,8.0,1.0,"1107 MONTROSE AVE Charlottesville, VA",1107 MONTROSE AVE,Commercial,0,0.0,0.0
38.0191375,-78.47943459999998,R,Office,1904.0,1776.0,8.0,1.0,"812 ALTAVISTA AVE Charlottesville, VA",812 ALTAVISTA AVE,Commercial,0,0.0,0.0
38.03581335,-78.4954495783779,R,Office,1904.0,8861.0,8.0,1.0,"1108 PAGE ST Charlottesville, VA",1108 PAGE ST,Commercial,0,0.0,0.0
38.0358088,-78.49328589999998,R,Office,1904.0,1102.0,8.0,1.0,"315 10TH ST Charlottesville, VA",315 10TH ST,Commercial,0,0.0,0.0
38.0385415,-78.4590537,R,Parking Structure,1993.0,61000.0,12.0,1.0,"1009 COLEMAN ST Charlottesville, VA",1009 COLEMAN ST,Commercial,0,0.0,0.0
38.0187118,-78.50362870000002,R,Office,1993.0,906.0,12.0,1.0,"1611 DUBLIN RD Charlottesville, VA",1611 DUBLIN RD,Commercial,0,0.0,0.0
38.01850510000001,-78.5056705,R,Parking Structure,1993.0,100.0,12.0,3.0,"704 HIGHLAND AVE Charlottesville, VA",704 HIGHLAND AVE,Commercial,0,0.0,0.0
38.0395109,-78.51151740000002,R,Retail,1993.0,7898.0,12.0,1.0,"102 MINOR RD Charlottesville, VA",102 MINOR RD,Commercial,0,0.0,0.0
38.03950820000001,-78.51191639999998,R,Retail Store,1993.0,1324.0,14.0,1.0,"106 MINOR RD Charlottesville, VA",106 MINOR RD,Commercial,0,0.0,0.0
38.01711065,-78.5175473046614,R,Office Building,1941.0,1590.0,10.0,1.0,"2637 JEFFERSON PARK CIR Charlottesville, VA",2637 JEFFERSON PARK CIR,Commercial,0,0.0,0.0
38.032031161811794,-78.5020020607668,R,Office,1989.0,1081.0,10.0,1.0,"1404 JEFFERSON PARK AVE Charlottesville, VA",1404 JEFFERSON PARK AVE,Commercial,0,1.0,1.0
38.032031161811794,-78.5020020607668,R,Office,1989.0,1081.0,10.0,1.0,"1404 JEFFERSON PARK AVE Charlottesville, VA",1404 JEFFERSON PARK AVE,Commercial,0,1.0,1.0
38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,"1408 JEFFERSON PARK AVE Charlottesville, VA",1408 JEFFERSON PARK AVE,Commercial,0,1.0,1.0
38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,"1408 JEFFERSON PARK AVE Charlottesville, VA",1408 JEFFERSON PARK AVE,Commercial,0,1.0,1.0
38.0316981,-78.50241020000001,R,Office,0.0,474.0,10.0,1.0,"1408 JEFFERSON PARK AVE Charlottesville, VA",1408 JEFFERSON PARK AVE,Commercial,0,1.0,1.0
38.0618516,-78.4810773,R,Office,1974.0,3236.0,10.0,1.0,"1715 KING MOUNTAIN RD Charlottesville, VA",1715 KING MOUNTAIN RD,Commercial,0,0.0,0.0
38.059671947012504,-78.47835989839929,R,Office,0.0,1582.0,10.0,1.0,"1617 KING MOUNTAIN RD Charlottesville, VA",1617 KING MOUNTAIN RD,Commercial,0,0.0,0.0
38.0334050714286,-78.48148828571429,,Condominium Commercial,0.0,2286.0,12.0,1.0,"236 HIGH ST Charlottesville, VA",236 HIGH ST,Commercial,0,0.0,0.0
38.0238804,-78.48778109999998,R,Office,0.0,7465.0,12.0,1.0,"111 BURNET ST Charlottesville, VA",111 BURNET ST,Commercial,0,0.0,0.0
38.0358898,-78.49885689999998,R,Office Building,0.0,24239.0,12.0,1.0,"225 14TH ST Charlottesville, VA",225 14TH ST,Commercial,0,0.0,0.0
38.04749765,-78.4820958145399,R,Office,0.0,21362.0,12.0,1.0,"1307 HARROW RD Charlottesville, VA",1307 HARROW RD,Commercial,0,0.0,0.0
38.02713610000001,-78.4945067,I,Condo Common Area,0.0,5400.0,10.0,1.0,"708 PINE ST Charlottesville, VA",708 PINE ST,Commercial,0,0.0,0.0
38.046768756252796,-78.5023858474307,R,Day Care Center,1915.0,2632.0,12.0,2.0,"810 FENDALL TER Charlottesville, VA",810 FENDALL TER,Commercial,0,0.0,0.0
38.043566,-78.498451,R,Office Building,1925.0,15000.0,12.0,1.0,"1865 FENDALL AVE Charlottesville, VA",1865 FENDALL AVE,Commercial,0,0.0,0.0
0.0,0.0,C,Apartments over 20 units,1993.0,40356.0,8.0,3.0,"503 MAIN ST Charlottesville, VA",503 MAIN ST,Commercial,0,0.0,0.0
38.0364098,-78.50061029999998,C,Apartments 11-20 Units,1900.0,2720.0,8.0,2.0,"16 ELLIEWOOD AVE Charlottesville, VA",16 ELLIEWOOD AVE,Commercial,0,0.0,0.0
0.0,0.0,R,Elementary Sch (Entire),1968.0,42751.0,12.0,1.0,"314 14TH ST Charlottesville, VA",314 14TH ST,Commercial,0,0.0,0.0
38.0322725,-78.4646077,C,Elementary Sch (Entire),1955.0,20880.0,12.0,2.0,"1333 HIGH ST Charlottesville, VA",1333 HIGH ST,Commercial,0,0.0,0.0
38.033224,-78.483328,C,Apartments 1-10 units,1972.0,1884.0,8.0,1.0,"1325 HIGH ST Charlottesville, VA",1325 HIGH ST,Commercial,0,0.0,0.0
0.0,0.0,C,Retail Store,1920.0,2620.0,12.0,1.0,"418 WATER ST Charlottesville, VA",418 WATER ST,Commercial,0,0.0,0.0
38.050284458083794,-78.50729508634541,R,Condominium Commercial,1916.0,,,,"2401 ARLINGTON BLVD Charlottesville, VA",2401 ARLINGTON BLVD,Commercial,0,0.0,0.0
38.050284458083794,-78.50729508634541,R,Office Building,1906.0,13677.0,12.0,3.0,"2401 ARLINGTON BLVD Charlottesville, VA",2401 ARLINGTON BLVD,Commercial,0,0.0,0.0
38.050284458083794,-78.50729508634541,R,Office Building,1906.0,1419.0,12.0,1.0,"2401 ARLINGTON BLVD Charlottesville, VA",2401 ARLINGTON BLVD,Commercial,0,0.0,0.0
38.05092,-78.50729059999998,R,Retail Store,1927.0,10416.0,12.0,1.0,"2401 ARLINGTON BLVD Charlottesville, VA",2401 ARLINGTON BLVD,Commercial,0,0.0,0.0
38.050284458083794,-78.50729508634541,R,Multiple Commercial Use,0.0,24000.0,14.0,2.0,"2401 ARLINGTON BLVD Charlottesville, VA",2401 ARLINGTON BLVD,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Condominium Commercial,1963.0,1550.0,14.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Office Building,1950.0,43165.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Office Building,1967.0,16620.0,12.0,3.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Office Building,1967.0,16620.0,12.0,3.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Apartments 1-10 units,1951.0,,,,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Apartments 1-10 units,1920.0,7974.0,10.0,3.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Church,1973.0,4060.0,12.0,2.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Church,1973.0,4955.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Clubhouse,1968.0,2844.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Clubhouse,1968.0,1020.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.0349594,-78.4951866,R,Clubhouse,1968.0,480.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.062540000000006,-78.496808,R,Retail Store,1900.0,1438.0,12.0,1.0,"2301 NORTH BERKSHIRE RD Charlottesville, VA",2301 NORTH BERKSHIRE RD,Commercial,0,0.0,0.0
38.0214981,-78.49912490000001,R,Office Building,1926.0,2246.0,8.0,2.0,"834 ROCK CREEK RD Charlottesville, VA",834 ROCK CREEK RD,Commercial,0,0.0,0.0
38.010414000000004,-78.505528,R,Apartments 1-10 units,1987.0,888.0,8.0,1.0,"206 5TH ST Charlottesville, VA",206 5TH ST,Commercial,0,0.0,0.0
38.0245956,-78.4830205,C,Office,1910.0,247.0,8.0,1.0,"933 2ND ST Charlottesville, VA",933 2ND ST,Commercial,0,0.0,0.0
38.0625546080693,-78.4968268546011,R,Storage Garage,1950.0,160.0,12.0,1.0,"2303 NORTH BERKSHIRE RD Charlottesville, VA",2303 NORTH BERKSHIRE RD,Commercial,0,0.0,0.0
0.0,0.0,C,Apartments over 20 units,1969.0,27430.0,8.0,2.0,"112 11TH ST Charlottesville, VA",112 11TH ST,Commercial,0,0.0,0.0
38.030833,-78.493949,R,Apartments 11-20 Units,1987.0,155.0,8.0,1.0,"866 ESTES ST Charlottesville, VA",866 ESTES ST,Commercial,0,0.0,0.0
38.0307222,-78.49446359999997,R,Apartments 11-20 Units,1988.0,16665.0,10.0,3.0,"216 9TH ST Charlottesville, VA",216 9TH ST,Commercial,0,0.0,0.0
0.0,0.0,R,Apartments 11-20 Units,1988.0,15664.0,12.0,4.0,"218 9TH ST Charlottesville, VA",218 9TH ST,Commercial,0,0.0,0.0
38.0306567,-78.49426120000003,R,Apartments 11-20 Units,1988.0,12201.0,10.0,3.0,"212 9TH ST Charlottesville, VA",212 9TH ST,Commercial,0,0.0,0.0
38.031006,-78.49287,C,Apartments over 20 units,1950.0,2980.0,8.0,2.0,"837 ESTES ST Charlottesville, VA",837 ESTES ST,Commercial,0,0.0,0.0
38.031006,-78.49287,C,Apartments 1-10 units,1890.0,,,,"835 ESTES ST Charlottesville, VA",835 ESTES ST,Commercial,0,0.0,0.0
38.0569228,-78.49867940000001,C,Apartments over 20 units,0.0,,,,"408 EARHART ST Charlottesville, VA",408 EARHART ST,Commercial,0,0.0,0.0
38.0221315,-78.49595579999998,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,"786 PROSPECT AVE Charlottesville, VA",786 PROSPECT AVE,Commercial,0,0.0,0.0
38.0308044,-78.4936582,R,Apartments 1-10 units,1920.0,5130.0,10.0,2.0,"852 ESTES ST Charlottesville, VA",852 ESTES ST,Commercial,0,0.0,0.0
38.0307869,-78.49376409999998,R,Apartments 1-10 units,1920.0,270.0,12.0,1.0,"856 ESTES ST Charlottesville, VA",856 ESTES ST,Commercial,0,0.0,0.0
38.0308146,-78.493875,R,Apartments 1-10 units,0.0,1604.0,10.0,1.0,"862 ESTES ST Charlottesville, VA",862 ESTES ST,Commercial,0,0.0,0.0
38.02072020000001,-78.46761719999998,R,Restaurant,1962.0,3088.0,12.0,1.0,"1403 MIDLAND ST Charlottesville, VA",1403 MIDLAND ST,Commercial,0,0.0,0.0
38.020686,-78.4675421,R,Apartments 1-10 units,1921.0,3455.0,8.0,2.5,"1405 MIDLAND ST Charlottesville, VA",1405 MIDLAND ST,Commercial,0,0.0,0.0
38.0205889,-78.467325432761,R,Apartments 1-10 units,1930.0,2294.0,8.0,2.0,"1411 MIDLAND ST Charlottesville, VA",1411 MIDLAND ST,Commercial,0,0.0,0.0
38.0205515,-78.4672463,R,Apartments 1-10 units,1925.0,4775.0,8.0,2.5,"1413 MIDLAND ST Charlottesville, VA",1413 MIDLAND ST,Commercial,0,0.0,0.0
38.04261270000001,-78.5107527,C,Apartments 11-20 Units,2009.0,5722.0,8.0,2.0,"2033 IVY RD Charlottesville, VA",2033 IVY RD,Commercial,0,1.0,1.0
38.042005,-78.5094041,C,Office Building,1920.0,4288.0,10.0,2.0,"2015 IVY RD Charlottesville, VA",2015 IVY RD,Commercial,0,0.0,0.0
38.0424815,-78.5119608,C,Office Building,1920.0,198.0,10.0,1.0,"2100 IVY RD Charlottesville, VA",2100 IVY RD,Commercial,0,1.0,1.0
38.034136100000005,-78.4808684520083,R,Office Building,1824.0,4650.0,10.0,2.5,"11 ALTAMONT CIR Charlottesville, VA",11 ALTAMONT CIR,Commercial,0,0.0,0.0
38.0341836,-78.4808704,R,Hotel,1999.0,67780.0,10.0,4.0,"11 ALTAMONT CIR Charlottesville, VA",11 ALTAMONT CIR,Commercial,0,0.0,0.0
38.03185545,-78.5096261382465,R,Apartments 1-10 units,1926.0,,,,"114 STADIUM RD Charlottesville, VA",114 STADIUM RD,Commercial,0,0.0,0.0
38.0336611,-78.4981782,R,Fast Food Restaurant,1995.0,2587.0,14.0,1.0,"126 13TH ST Charlottesville, VA",126 13TH ST,Commercial,0,0.0,0.0
38.0265107,-78.47641540000002,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,"317 MONTICELLO RD Charlottesville, VA",317 MONTICELLO RD,Commercial,0,1.0,1.0
38.0265107,-78.47641540000002,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,"317 MONTICELLO RD Charlottesville, VA",317 MONTICELLO RD,Commercial,0,1.0,1.0
38.02623885,-78.476284987205,R,Apartments over 20 units,1980.0,6588.0,10.0,2.0,"323 MONTICELLO RD Charlottesville, VA",323 MONTICELLO RD,Commercial,0,1.0,1.0
38.034298,-78.49835,R,Office,1989.0,2244.0,12.0,1.0,"1308 WERTLAND ST Charlottesville, VA",1308 WERTLAND ST,Commercial,0,0.0,0.0
38.034225299999996,-78.4985213870145,R,Office,0.0,2849.0,12.0,1.0,"1308 WERTLAND ST Charlottesville, VA",1308 WERTLAND ST,Commercial,0,0.0,0.0
38.02040665,-78.4639749725388,R,Multiple Commercial Use,1937.0,56422.0,12.0,1.0,"1500 CARLTON AVE Charlottesville, VA",1500 CARLTON AVE,Commercial,0,0.0,0.0
38.021361,-78.48679200000001,R,Comm. Shopping Ctr.,1979.0,3082.0,10.0,2.0,"511 1ST ST Charlottesville, VA",511 1ST ST,Commercial,1,0.0,1.0
38.0616535,-78.4988791,R,Mixed Retail w/Res Units,1920.0,2400.0,12.0,1.0,"2306 ANGUS RD Charlottesville, VA",2306 ANGUS RD,Commercial,0,0.0,0.0
38.03142310000001,-78.48276440000002,,Office Building,1920.0,1730.0,12.0,2.0,"227 MAIN ST Charlottesville, VA",227 MAIN ST,Commercial,0,0.0,0.0
0.0,0.0,,Retail Store,1950.0,4252.0,12.0,2.0,"625 MAIN ST Charlottesville, VA",625 MAIN ST,Commercial,0,0.0,0.0
0.0,0.0,C,Apartments over 20 units,1961.0,49431.0,10.0,3.0,"607 MAIN ST Charlottesville, VA",607 MAIN ST,Commercial,0,0.0,0.0
38.0294346,-78.510363171799,R,Apartments 1-10 units,1958.0,3020.0,8.0,2.0,"300 MONTEBELLO CIR Charlottesville, VA",300 MONTEBELLO CIR,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Apartments 1-10 units,1998.0,6318.0,12.0,2.5,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Apartments 1-10 units,1998.0,137.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Apartments 1-10 units,1998.0,1460.0,12.0,2.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Market,1948.0,1470.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Office Building,1926.0,2044.0,12.0,1.5,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Office Building,1940.0,12550.0,16.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.035248200000005,-78.49546057242421,R,Church,1939.0,2126.0,12.0,1.0,"1029 WERTLAND ST Charlottesville, VA",1029 WERTLAND ST,Commercial,0,0.0,0.0
38.0453788,-78.49307209999998,R,Apartments 11-20 Units,1968.0,8406.0,8.0,3.0,"1224 PRESTON AVE Charlottesville, VA",1224 PRESTON AVE,Commercial,0,0.0,0.0
38.0455985,-78.4928843749699,R,Apartments over 20 units,1952.0,13605.0,8.0,3.0,"1224 PRESTON AVE Charlottesville, VA",1224 PRESTON AVE,Commercial,0,0.0,0.0
38.0652355714286,-78.4884713877551,C,Apartments 1-10 units,1920.0,749.0,8.0,1.0,"1025 SEMINOLE TRL Charlottesville, VA",1025 SEMINOLE TRL,Commercial,0,1.0,1.0
38.031740299999996,-78.48190140000001,R,Retail Store,1895.0,6687.0,12.0,1.0,"1313 MARKET ST Charlottesville, VA",1313 MARKET ST,Commercial,0,0.0,0.0
38.031740299999996,-78.48190140000001,R,Retail Store,1895.0,829.0,12.0,1.0,"1313 MARKET ST Charlottesville, VA",1313 MARKET ST,Commercial,0,0.0,0.0
38.03507099999999,-78.4959701,R,Office Building,1914.0,10710.0,12.0,3.0,"1115 WERTLAND ST Charlottesville, VA",1115 WERTLAND ST,Commercial,0,0.0,0.0
38.03499715,-78.49569515666471,R,Retail Store,1950.0,1875.0,8.0,3.0,"1115 WERTLAND ST Charlottesville, VA",1115 WERTLAND ST,Commercial,0,0.0,0.0
